Brand,Average Price 
Stuart LLC,32.0
Vazquez-Frank,590.0
"Price, Estes and Ali",188.0
"Hogan, Brandt and Berger",625.0
"Sampson, Paul and Mccoy",81.0
Choi Ltd,802.5
Moon-Barrera,144.0
Hooper-Mckenzie,111.0
Luna-Hunter,132.0
"Alvarez, Andrade and Todd",544.0
"Solis, Pollard and Davis",555.0
Trevino-Benton,610.0
"Meyer, Eaton and Pacheco",156.0
Riggs Group,603.0
Lucero Inc,634.0
"Murillo, Atkinson and Rios",707.0
Ramsey-Mccormick,725.0
"Melton, Carney and Wells",401.0
"Duncan, Ashley and Riggs",621.0
Johnston-Kelley,308.0
Kirk-Perez,840.0
Thomas and Sons,520.0
"Lambert, Hughes and Costa",212.0
Davies-Riley,154.0
"Jacobs, Simon and Cole",480.0
Acosta Ltd,251.0
Baker-Porter,216.0
Gibbs and Sons,660.0
Rose LLC,37.0
Ayers-Mcdonald,564.0
Flores-Watson,726.0
"Randolph, Carson and Kidd",726.0
Proctor-Cantrell,799.0
"Schultz, Cordova and Roberson",44.0
Rhodes Ltd,771.5
Welch-Riddle,86.0
"Snyder, Velasquez and Oneal",359.0
Escobar Group,902.0
Shah-Moss,956.0
"Roberts, Tapia and Dominguez",918.0
Hogan PLC,771.0
Aguilar Group,95.0
"Livingston, Juarez and Mcguire",358.0
"Sheppard, Sharp and Reyes",332.0
Solomon-Carrillo,874.0
"Brewer, Kent and Carrillo",490.0
Riggs-Cunningham,497.0
Jones-Gallagher,41.0
Burns-Branch,942.0
Nielsen-Ruiz,553.0
"Mueller, Cortez and Villa",776.0
"Benson, Case and Peters",154.0
"Duke, Jefferson and Campbell",797.0
Bridges-Caldwell,574.0
"Romero, Tate and Mejia",569.0
"Larsen, Chaney and Franklin",595.0
Mcclure Inc,445.0
"Moyer, Delacruz and Ashley",711.0
"Key, Castillo and Calderon",33.0
Cain LLC,299.0
"Hendricks, Torres and Hayden",797.0
Brady-Patterson,704.0
Dalton and Sons,534.0
Gordon-Cordova,859.0
Baldwin-Reid,435.0
Solis-Cruz,550.0
Wolf and Sons,309.0
"Roth, Gallagher and Calderon",969.0
"Buckley, Romero and Lyons",741.0
"Molina, Gill and Figueroa",725.0
"Waters, Osborne and Olsen",660.0
Nunez-Blackwell,321.0
Donovan-Hebert,150.0
"Banks, Quinn and Ellis",197.0
Pierce-Galloway,666.0
Suarez-Koch,339.0
Cordova-Cook,300.0
Hawkins-Huffman,60.0
French Ltd,642.0
Brooks LLC,876.0
Shaw-Church,687.0
"Yu, Blackburn and Brennan",506.0
Whitney Ltd,383.0
Knox PLC,853.5
Holden LLC,834.0
Espinoza-Nichols,211.0
"Nelson, Liu and Sampson",207.0
Horton-Duffy,503.0
Holland-Landry,451.0
"Armstrong, Callahan and Sanders",977.0
"Colon, Case and Hale",560.0
Whitehead Inc,392.0
Joyce-Guerrero,814.0
"Anthony, Esparza and Carney",821.0
Chang-Koch,201.0
"Bailey, Mack and Pruitt",694.0
"Stevenson, Frederick and Cunningham",814.0
Waters-Lara,610.0
"Horton, Mclaughlin and Singh",457.0
Daugherty Group,922.0
"Summers, Brady and Long",7.0
"Robertson, Odom and Hall",927.0
Mcintosh Ltd,328.0
Conner Group,245.0
"Becker, Mueller and Morris",663.0
Lara PLC,85.0
"Collier, Huffman and Kerr",349.0
"Mcmillan, Carroll and Williams",448.0
"Anthony, Malone and Gutierrez",629.0
Marquez Inc,392.0
Roberson-Blair,411.0
Barker-Beck,389.0
Hutchinson-Dougherty,392.0
Howe LLC,799.0
Simon-Savage,768.0
Ali-Randall,900.0
"Lane, Rubio and Choi",169.0
"Hester, Acosta and Powers",186.0
"Hahn, Krueger and Pope",301.0
Klein Ltd,555.0
Jenkins-Gutierrez,740.0
Dillon-Ortega,381.0
"Hooper, Kane and Hubbard",390.0
"Pennington, Norris and Arellano",964.0
Odom-Maldonado,908.0
Snyder LLC,113.0
"Pena, Lester and Decker",388.0
"Frye, Rios and Guzman",591.0
Rivers Inc,4.0
Henson PLC,619.0
Houston Inc,4.0
"Kane, Mullins and Cantrell",474.0
"Weber, Pittman and Martin",970.0
Howell-Byrd,543.0
Mccullough-Shaw,625.0
"Mcneil, Olsen and Frost",826.0
Yu Ltd,563.0
"Paul, Johns and Glenn",276.0
"Beck, Franklin and Pacheco",766.0
Stuart-Novak,248.0
"Bright, Rowland and Mckinney",871.0
Vega-Cox,239.0
Oconnell Group,110.0
"Padilla, Snyder and Melton",40.0
Sosa-Boyle,837.0
"Schaefer, Cisneros and Mullins",702.0
Burke LLC,354.0
Bates-Dyer,749.0
Reid-King,949.0
"Gentry, Chandler and Howard",299.0
Le Ltd,977.0
Chang PLC,447.5
Glass Group,898.0
Vazquez-Phillips,337.0
"Good, Cisneros and Roman",255.0
"Hansen, Hicks and Stark",617.0
"Cross, Watson and Bond",591.0
"Glenn, Bullock and Ochoa",361.0
Cooper-Donovan,118.0
Marks-Evans,923.0
Hahn-Cordova,816.0
Cohen PLC,186.0
"Duarte, Bird and Campbell",175.0
Valenzuela-Cardenas,364.0
Yoder Ltd,912.0
"Spears, Horn and Mcintosh",503.0
"Mcneil, Ellison and Velez",463.0
"Ho, Pace and Kelley",473.0
Keith-Kline,471.0
Ferrell Group,640.0
Cordova-Shaw,475.0
Clark and Sons,266.0
"Archer, Davila and Dawson",875.0
Becker-Dougherty,865.0
"Whitaker, Roman and Barker",528.0
"Lang, Scott and Mccall",70.0
Munoz-Calhoun,143.0
Burgess PLC,345.0
"Dillon, Larson and Chambers",977.0
Cabrera-Hays,247.0
Glass Inc,802.0
Alexander-Melendez,62.0
Vang-Hunter,354.0
"Murphy, Cherry and Watts",311.0
Hill-Estrada,47.0
"Pratt, Blevins and Bradford",67.0
"Bowers, Hawkins and Ibarra",650.0
"Bowman, Beck and Townsend",5.0
"Chavez, Kidd and Haney",352.0
"Booker, Harding and Lee",299.0
Gould-Howell,715.0
Friedman-Saunders,155.0
Berger-Schmitt,643.0
"Arellano, Winters and Kidd",968.0
Glenn Inc,720.0
"Costa, Delgado and Bray",125.0
"Hester, Farley and Lin",569.0
"Cuevas, Johnston and Hale",971.0
"Stanley, Huang and Mcneil",534.0
"Cabrera, Tanner and Cline",371.0
Baird Ltd,22.0
"Frye, Dillon and Strong",527.0
Gates-Cox,721.0
"Carter, Small and Benitez",226.0
Richardson Inc,474.0
"Holland, Moyer and Jefferson",494.0
Buchanan-Moses,89.0
Watts PLC,677.0
Jenkins Ltd,78.0
Cooley-Oconnell,904.0
Cohen-Shaw,577.0
Gaines Group,481.0
Spence-Stewart,146.0
"Saunders, Wilson and Michael",318.0
"Mullen, Leonard and Stout",371.0
Cowan-Adkins,23.0
"Stephens, Fields and Combs",719.0
"Choi, Carlson and Johnston",353.0
"Leblanc, Dixon and Berg",782.0
Novak-Sampson,279.0
Fitzgerald and Sons,118.0
Gardner-Montes,107.0
"Key, Knight and Burgess",838.0
"Shields, Pierce and Durham",932.0
"Wagner, Love and Caldwell",359.0
Mcpherson-Robinson,703.0
Velasquez-Cohen,220.0
Mora-Gould,70.0
"Huber, Haney and Galvan",500.0
Esparza PLC,977.0
"Jacobs, White and Richard",588.0
Hess LLC,934.0
"Bass, Kelly and Fuller",840.0
"Morales, Tran and Gates",510.0
Maynard-Alvarez,105.0
Sawyer-Cortez,196.0
"Ortega, Sloan and Jefferson",879.0
Ramsey Inc,872.0
Hall-Cisneros,941.0
"Shelton, Mullins and Dennis",39.0
"Donaldson, Ortega and Fritz",714.0
"Gibson, West and Becker",568.0
"Love, Mahoney and Kramer",777.0
"Ayers, Richards and Owen",528.0
Miranda-Aguilar,154.0
Marsh-Weber,154.0
"Reynolds, Shepherd and Blackwell",839.0
Haas Group,108.0
Hoover-Thomas,641.0
"Russo, Conner and Waters",173.0
"Rojas, Preston and Alvarez",656.0
Cooke Group,99.0
Singh Inc,287.0
"Bates, Beck and Campos",324.0
Bradley and Sons,250.0
Clements Inc,691.0
"Moreno, Prince and Fritz",675.0
Burns and Sons,237.0
Preston-Hodges,450.0
Garrison-Mora,863.0
"Hill, Vega and Townsend",691.0
"James, Nixon and Castillo",553.0
"Hester, Delacruz and Blake",330.0
"Cervantes, Richmond and Hale",270.0
"Nolan, Banks and Orozco",52.0
"Arellano, Baird and Carroll",244.0
Gordon PLC,312.0
Good PLC,758.0
Novak-Orozco,64.0
"Davila, Costa and Mccullough",341.0
Marquez Ltd,509.0
Krause-Paul,273.0
Keith-Cox,637.0
"Armstrong, Lowery and Hayden",370.0
Armstrong-Day,961.0
Holland-Nicholson,571.0
Small LLC,207.0
Mccoy-Horton,726.0
Hancock-Warren,446.0
"Sanford, Diaz and Ibarra",725.0
Patton PLC,772.0
Weaver Inc,726.0
"Brock, Hogan and Gallagher",516.0
Lamb Ltd,327.0
"Barron, Wilkerson and Eaton",142.0
Cowan-Gomez,705.0
Carson-Melton,175.0
Riley-Gamble,17.0
Hobbs-Schultz,941.0
Barker-Castro,513.0
"Beltran, Morrison and Orr",749.0
"Hooper, Chan and Collier",792.0
"Bullock, Bowers and Allison",132.0
Patrick-Barry,570.0
Holden-Yu,987.0
"Miranda, Rowland and Parks",434.0
Shelton-Frazier,222.0
"Henderson, Nash and Kirk",350.0
"Flynn, Salas and Hester",981.0
"Singh, Shelton and Calhoun",827.0
Arroyo-Blake,233.0
"Velasquez, Murphy and Yang",328.0
Byrd LLC,154.0
Sherman PLC,788.0
"Adams, Stein and Morrow",235.0
"Faulkner, Blanchard and Tanner",291.0
Patel-Meadows,156.0
Sharp and Sons,471.0
Bond-Chang,705.0
"Bradley, Powers and Massey",352.0
"Hurst, Ferrell and Landry",748.0
"Lutz, Richard and Williams",981.0
"Nelson, Villegas and Ochoa",966.0
"Collins, Park and Holmes",360.0
Owens-Ewing,998.0
Monroe PLC,252.0
Gill-Gardner,921.0
Morgan Ltd,953.0
Mitchell Group,164.0
"Mcdowell, King and Moses",616.0
Gentry-Lucero,789.0
Bernard-Santos,7.0
"Taylor, Duncan and Patrick",207.0
Cobb LLC,245.0
Hardin and Sons,289.0
Briggs-Downs,212.0
"Reed, Middleton and Barrett",33.0
Hamilton and Sons,841.0
Huynh LLC,597.0
"Blevins, Mcgrath and Cantrell",760.0
Hall-Lindsey,533.0
"Davenport, Grant and Warren",513.0
"Schroeder, Peters and Valdez",543.0
"Cruz, Mooney and Krause",259.0
Mccormick Inc,614.0
Proctor Ltd,926.5
"Moss, Daniel and Francis",233.0
Reese-Hughes,640.0
"Spears, Erickson and Diaz",12.0
"Wu, Serrano and Good",96.0
"Travis, Joyce and Vincent",200.0
"Hurst, Rich and Ellis",487.0
Williams-Norris,61.0
"Garcia, Vincent and Ingram",631.0
"Poole, Humphrey and Bright",277.0
Simmons-Wilcox,317.0
Brown Group,504.0
Schneider-Andersen,220.0
Parker-Combs,65.0
"Madden, Morton and Harmon",227.0
Clark-Brown,374.0
"Fitzpatrick, Hensley and Cline",619.0
Grimes-Swanson,146.0
Norris and Sons,348.0
Odom PLC,824.0
Sandoval-Daniels,201.0
"Yang, Stanley and Armstrong",242.0
"Frazier, Church and Bryant",207.0
"Coleman, Robbins and Larsen",112.0
Forbes-Vance,25.0
Medina-Hudson,231.0
Salazar PLC,270.0
Shelton-Henry,94.0
Collier-Fitzpatrick,291.0
Lloyd Group,223.5
Nelson Group,931.0
"Kaiser, Koch and Dixon",900.0
Hull LLC,578.0
"Galloway, Noble and Knox",228.0
Delacruz-Arroyo,486.0
Merritt-Kirk,94.0
Rangel Group,381.0
Crawford-Atkinson,822.0
"Rice, Butler and Wallace",694.0
Fox-Zhang,829.0
Gordon-Mckinney,391.0
Curtis-Fisher,32.0
"Benjamin, Avery and Duran",245.0
"Schmidt, Diaz and Vazquez",787.0
Peters-Bradshaw,519.0
Mitchell-Johnson,928.0
Suarez-Norton,560.0
Deleon-Robles,253.0
Hahn Ltd,246.0
Conrad and Sons,605.5
Holland Inc,165.0
Norman-Ewing,798.0
Benton-Lamb,455.0
Dunlap LLC,250.0
"Merritt, Levine and Macias",660.0
Esparza-Roach,517.0
Delgado-Cowan,572.0
"Newman, Stanley and Dudley",218.0
"Curtis, Mata and Grimes",906.0
"Hickman, Irwin and Shea",674.0
Mann-Jefferson,529.0
Walters-Camacho,97.0
Rojas and Sons,371.0
Martinez-Barber,348.0
Lee-Garrison,929.0
"Camacho, Deleon and Wallace",653.0
Wilkinson-Lester,385.0
Gonzalez LLC,719.0
"Good, Chaney and Peters",374.0
Good Group,812.0
Kent-Copeland,323.0
"Soto, Hensley and Black",449.0
"Mcbride, Wilkinson and Bradford",328.0
Romero-Ruiz,906.0
Ali-Dorsey,302.0
Middleton LLC,945.0
Hawkins LLC,363.0
"Bond, Porter and Mills",740.0
"Savage, Kirby and Mayer",368.0
"Morales, Hawkins and Gould",881.0
"Frazier, Lucas and Walsh",412.0
"Zhang, Beltran and Mitchell",222.0
Gutierrez Inc,552.0
Warner-Nichols,192.0
Patton-Choi,121.0
"Graves, Briggs and Edwards",891.0
Dixon-Strong,326.0
Henderson-Dawson,715.0
"Carlson, Sparks and Blair",902.0
Fischer-Schneider,573.0
"Golden, Mccann and Gill",6.0
"Cain, Mcclure and Mckay",586.0
"Park, Cochran and Krause",922.0
"Rogers, Freeman and Castaneda",424.0
"Hancock, Dickerson and Wood",695.0
"Mccarthy, Donaldson and Cisneros",905.0
Maddox-Snyder,365.0
Rodgers PLC,757.0
Frost and Sons,108.0
Boyer-Mann,279.0
Doyle PLC,95.5
Clay-Benitez,769.0
Randall-Pugh,188.0
"Rice, Porter and Crosby",664.0
Walter-Goodwin,487.0
Butler LLC,975.0
"Atkinson, Nelson and Beasley",365.0
Dorsey-Simpson,893.0
Bradley LLC,515.0
"Mendoza, King and Prince",21.0
"Day, Moyer and Valdez",965.0
Lyons-Hopkins,513.0
"Lutz, Beck and Coffey",982.0
"Buck, Rojas and Chung",583.0
Calhoun-Castro,312.0
"Sloan, Gallagher and Page",316.0
"Howe, Mayer and Berry",682.0
"Robinson, Ho and Palmer",698.0
Morse-Byrd,514.0
Dominguez-Bennett,971.0
White-Khan,900.0
Cox Inc,14.0
Mcclain-Lawson,763.0
Arnold-Ellis,596.0
Zamora-Jordan,780.0
"Snow, Cochran and Doyle",885.0
Bridges Group,925.0
Jackson-Rollins,602.0
Lara-Orr,79.0
Horn-Barnes,628.0
Coleman-Aguirre,747.0
Daniels Inc,406.0
"Franklin, Acevedo and Rosales",368.0
"Kelly, Coleman and Shannon",771.0
Mccormick-Bell,371.0
"Conner, Sandoval and Johnson",893.0
Horn-Lloyd,267.0
"Blackwell, Moreno and Crawford",720.0
"Compton, Hopkins and Silva",565.0
Hess-Ibarra,82.0
Villegas Inc,511.0
Richardson and Sons,835.0
Mcclure-Odom,375.0
Barry Group,949.0
Kaiser-Cruz,249.0
Chase-Shepard,754.0
Hutchinson-Lane,956.0
Massey-Tate,219.0
"Keith, White and Mullen",843.0
"Valencia, Landry and Lawson",821.0
Chapman-Wright,488.0
Frost PLC,976.0
Wang-Arroyo,109.0
"Roy, Werner and Powers",957.0
"Whitehead, Villarreal and Duffy",425.0
Benitez-Estes,659.0
Crane LLC,740.0
Mathis PLC,940.0
"Duran, Cole and Valencia",789.0
Alvarez-Lewis,340.0
"Howard, Pitts and Jennings",419.0
Goodwin Group,710.0
Berger-Spencer,30.0
"Osborn, Calhoun and Noble",189.0
"Vargas, Dickson and Meyers",109.0
Case-Weber,207.0
Rollins-Mccall,492.0
Sanford-Ramirez,127.0
"Brewer, Parks and Flores",943.0
"Foley, Guzman and Cooke",788.0
Herrera-Acevedo,145.0
"Bridges, Wilson and Medina",35.0
"Fowler, Holloway and Middleton",751.0
"Li, Francis and Navarro",830.0
Bartlett-Bauer,313.0
Jensen Group,879.0
"Montoya, Wagner and Short",893.0
Collins PLC,951.0
Galvan Inc,488.0
Potter-Montes,228.0
"Faulkner, David and Barker",706.0
Tapia LLC,848.0
"Miles, Stevens and Dominguez",677.0
Bates-Fuentes,253.0
Casey PLC,755.0
"Griffin, Woodard and Koch",606.0
Galloway-Moran,322.0
Hurley-Sosa,664.0
"Mcgrath, Oliver and Marsh",678.0
Cantu and Sons,243.0
Howard and Sons,342.0
"Rivera, Jacobson and Lucero",835.0
Rodriguez Group,506.0
Brown Inc,250.0
Chen-Tran,954.0
"Cherry, Wilkins and Olson",296.0
Bartlett-Roberson,464.0
Roth Group,180.0
Mcdonald-Benton,604.0
Wood PLC,629.0
Little-Dougherty,366.0
Christian Group,665.0
Salinas Ltd,649.0
"Caldwell, Frazier and Park",405.0
"Benitez, Dodson and Brennan",577.0
Vega Group,687.0
Murphy Group,300.0
Freeman PLC,604.0
Hunter PLC,10.0
"Larson, Watts and Solis",351.0
Zimmerman-Ferrell,991.0
Mcintyre-Lawson,861.0
"Fischer, Carey and Walter",924.0
"Waller, Webb and Clayton",18.0
"Sawyer, Schneider and Hopkins",27.0
"Allison, Young and Marquez",943.0
Hayes-Morse,601.0
"Morgan, Yu and Hensley",698.0
Mcmillan-Martinez,726.0
"Valdez, Cummings and Barnes",503.0
"Grimes, Ross and Ferguson",43.0
Massey PLC,118.0
Good-Norton,229.0
"Flores, Meza and House",853.0
"Fields, Wheeler and Jackson",373.0
Lambert-Yang,747.0
Wu Group,213.0
Oneal PLC,824.0
Hunter-Bender,591.0
"Farrell, Boyd and Le",352.0
Riddle-Friedman,258.0
Rasmussen-Whitehead,699.0
Christian Inc,938.0
Conley-Andersen,604.0
Horn-Donovan,183.0
"Stephenson, Potts and Cooley",12.0
Preston LLC,191.0
"Mann, Hogan and Cain",577.0
Gates LLC,369.0
Murray-Coffey,617.0
Rodriguez Inc,276.0
Mason-Wilkinson,751.0
"Sims, Ewing and Gallagher",375.0
"Bennett, Mcneil and Salazar",55.0
Stanley-Roth,936.0
"Melton, Leblanc and Perez",191.0
Brewer-Fox,847.0
"Clayton, Roach and Jefferson",931.0
Nielsen and Sons,866.0
Daugherty-Richmond,165.0
Sanchez Group,112.0
Mcpherson Ltd,952.0
"Dean, Holt and Montes",403.0
Hoffman Inc,301.0
"Zimmerman, Moreno and Gentry",291.0
Coffey Group,804.0
"Mueller, Stein and Wilcox",271.0
"Gallagher, Saunders and Ayala",192.0
Caldwell-Fischer,663.0
Maxwell PLC,926.0
Ali-Cruz,534.0
"Walton, Levy and Beck",291.0
Walter-Harding,389.0
Padilla Inc,674.0
Hardin-Andrews,559.0
"Baxter, Stein and Solomon",709.0
Spears Ltd,715.0
"Orozco, Vazquez and Flynn",958.0
Christensen-Cruz,20.0
Gross-Webb,791.0
Kent-Neal,524.0
Valencia-Ibarra,572.0
"Russell, Acosta and Freeman",87.0
Stein-Esparza,55.0
"Dunlap, Luna and Hood",850.0
Meza-Rios,541.0
Navarro-Gamble,252.0
Olson Group,771.0
"Barrera, Kaiser and Velazquez",411.0
Morrison PLC,451.0
Olson-Tate,784.0
Hatfield-Simpson,431.0
Mcguire-Hall,432.0
Aguilar Inc,142.0
"Chambers, Crane and Ellis",836.0
"Aguilar, Roman and Fletcher",642.0
Gamble-King,485.0
Love-Shelton,393.0
"Mcdowell, Ruiz and Krause",988.0
"Buchanan, Fry and Fitzgerald",711.0
"Delgado, Jacobson and Morris",819.0
"Blackburn, Lucero and Powell",406.0
Daugherty and Sons,162.0
Cortez-Livingston,938.0
Rodriguez-Soto,322.0
"Gallagher, Schmitt and George",464.0
"Rose, Hanna and Mckay",598.0
"Pace, Caldwell and Mosley",52.0
"Richmond, Bell and Padilla",325.0
"Snow, Lee and Calhoun",407.0
Villegas-Ramsey,329.0
"Franco, Pena and Gaines",662.0
"Mcfarland, James and Farley",706.0
Dorsey-Choi,635.0
"Hutchinson, Wilkinson and Greene",659.0
"Weber, Holt and Mays",371.0
"Stevenson, Avila and Shea",287.0
"Macdonald, Houston and Browning",216.0
"Wiley, Oneill and Neal",566.0
"Herman, Bryan and Bryan",123.0
Garza-Obrien,852.0
"Yates, Khan and Mitchell",517.0
Bell Ltd,230.0
"Wyatt, House and Clarke",719.0
Peterson-Olsen,969.0
Vazquez-Roberts,403.0
"Daniels, Spencer and Archer",271.0
Camacho-Hendrix,201.0
"Wolf, Schneider and York",84.0
"Whitehead, Macdonald and Dickson",652.0
Dean and Sons,210.0
Zamora and Sons,162.0
Haley-Carroll,940.0
"Byrd, Robbins and Hendricks",618.0
House Inc,311.0
"Cooper, Travis and Morrow",588.0
Wagner-Villa,213.0
Gilmore Ltd,521.0
Hull-Monroe,365.0
"Hull, Shields and Walsh",926.0
"Anderson, Henry and Thomas",590.0
Chapman-Curtis,650.0
Lindsey-Cortez,511.0
"Vaughan, Bradford and Cowan",247.0
Scott-Murray,616.0
"Estes, Rowe and Campos",515.0
"Christensen, Odom and Ali",732.0
"Willis, Serrano and Hansen",618.0
Griffin-Bright,774.0
Collier-Chen,960.0
"Villarreal, Glenn and Alvarez",26.0
Aguilar-Trevino,663.0
Sosa-Cohen,581.0
Hopkins-Edwards,667.0
Shea-Kirk,392.0
"Cohen, Sloan and Savage",861.0
"Kane, Pruitt and Brooks",917.0
Barajas-Horn,19.0
"House, Hill and Bentley",248.0
"Wolf, Parker and Atkinson",891.0
Maldonado-Sheppard,884.0
"Glover, Powers and Garza",656.0
"Trevino, Jordan and Frye",372.0
"Rangel, Robles and Whitehead",879.0
Lambert-Owen,257.0
"Livingston, Terrell and Mills",605.0
"West, Mccoy and Joyce",686.0
"Benjamin, Odom and Mathis",24.0
"Wong, Charles and Lutz",463.0
"Berger, Bautista and Reid",346.0
"Mccarty, Fischer and Aguilar",970.0
Padilla Group,66.0
Spencer-Oconnell,450.0
Munoz PLC,6.0
Lynch Ltd,657.0
Jimenez-Burke,701.0
Adams-Stephenson,257.0
Lyons LLC,827.0
Waters-Long,659.0
"Greene, Reyes and Raymond",401.0
Mcneil-Shannon,216.0
"Blankenship, Moyer and Golden",475.0
"Blanchard, Mullen and Chung",721.0
Scott Ltd,904.0
Frank-Conrad,616.0
Robinson and Sons,564.0
Richard and Sons,794.0
Zuniga Ltd,632.0
Frank-Medina,988.0
"Blanchard, Macdonald and Fuentes",292.0
"Hobbs, Macias and Ewing",53.0
Mccarty Ltd,506.0
Wyatt-Cole,553.0
Gonzales-Macdonald,832.0
Gardner-Ayers,126.0
Holloway-Stone,88.0
"Barnett, Munoz and Conley",836.0
"Hogan, Johnston and Benton",483.0
"Zuniga, Schwartz and Barber",664.0
"Elliott, Griffith and Mays",143.0
Ford-Holden,513.0
Alexander-Gomez,696.0
Clements-Evans,812.0
Lewis Inc,439.0
"Griffin, Freeman and Porter",371.0
Owens Ltd,986.0
"Mcgrath, Huang and Wallace",951.0
"Cunningham, Pineda and Oconnor",155.0
"Lang, Chaney and Pace",424.0
Gamble-Mcclain,497.0
Gordon-Browning,123.0
"Fleming, Greene and Frank",75.0
Montes Group,255.0
"Foster, Weaver and Cantrell",137.0
Stephens and Sons,514.0
Black-Moreno,246.0
Cooley-Mcguire,160.0
Frey-Clayton,794.0
"Hull, Nielsen and Boyle",623.0
Bullock-Bennett,712.0
"Knight, Griffin and Lowery",241.0
Walton and Sons,744.0
Shaffer-Graves,398.0
Pace-Kramer,111.0
Benton-Salas,504.0
Lee and Sons,930.0
Peterson-Salazar,878.0
Cortez LLC,780.0
Moody Inc,272.0
